選手,左右,チーム,試合,打席,打数,得点,安打,二塁打,三塁打,本塁打,塁打,打点,盗塁,盗塁刺,犠打,犠飛,四球,故意四,死球,三振,併殺打,打率,長打率,出塁率
山本泰寛,右,読売ジャイアンツ,38,120,102,15,26,4,1,0,32,3,2,0,3,0,13,0,2,19,2,0.255,0.314,0.35
陽岱鋼,右,読売ジャイアンツ,87,276,253,24,62,12,2,10,108,37,2,2,3,1,17,1,2,72,7,0.245,0.427,0.297
吉川大幾,右,読売ジャイアンツ,97,23,18,21,3,0,0,0,3,0,7,0,3,0,2,0,0,6,0,0.167,0.167,0.25
吉川尚輝,左,読売ジャイアンツ,92,355,316,51,80,16,3,4,114,29,11,4,13,2,19,0,5,61,5,0.253,0.361,0.304
吉川光夫,左,読売ジャイアンツ,23,33,27,2,1,0,0,0,1,0,0,0,6,0,0,0,0,15,0,0.037,0.037,0.037
若林晃弘,右,読売ジャイアンツ,17,19,18,2,1,0,0,0,1,0,0,0,0,0,1,0,0,6,0,0.056,0.056,0.105
和田恋,,読売ジャイアンツ,5,8,8,1,1,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0.125,0.125,0.125
アルモンテ,右,中日ドラゴンズ,132,546,498,56,160,37,0,15,242,77,1,1,0,3,44,1,1,95,16,0.321,0.486,0.375
浅尾拓也,右,中日ドラゴンズ,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
阿部寿樹,右,中日ドラゴンズ,18,26,23,1,5,3,0,0,8,4,0,0,0,0,3,0,0,3,1,0.217,0.348,0.308
荒木雅博,右,中日ドラゴンズ,52,84,82,11,22,6,0,1,31,3,0,2,1,0,1,0,0,13,2,0.268,0.378,0.277
石川駿,右,中日ドラゴンズ,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
石川翔,左,中日ドラゴンズ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
伊藤準規,左,中日ドラゴンズ,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
岩瀬仁紀,左,中日ドラゴンズ,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
遠藤一星,左,中日ドラゴンズ,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
大島洋平,左,中日ドラゴンズ,141,645,588,92,161,20,7,7,216,57,21,9,1,5,47,2,4,80,2,0.274,0.367,0.329
大野奨太,右,中日ドラゴンズ,63,167,137,9,27,4,2,2,41,10,0,0,9,0,20,2,1,31,2,0.197,0.299,0.304
大野雄大,左,中日ドラゴンズ,6,10,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0
小笠原慎之介,左,中日ドラゴンズ,17,38,34,0,2,0,0,0,2,0,0,0,4,0,0,0,0,18,0,0.059,0.059,0.059
岡田俊哉,左,中日ドラゴンズ,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
小熊凌祐,右,中日ドラゴンズ,8,18,14,1,1,0,0,0,1,0,0,0,2,0,2,0,0,4,1,0.071,0.071,0.188
ガルシア,左,中日ドラゴンズ,27,56,54,1,7,0,0,0,7,2,0,0,2,0,0,0,0,20,2,0.13,0.13,0.13
笠原祥太郎,左,中日ドラゴンズ,21,38,33,0,4,1,0,0,5,1,0,0,4,0,1,0,0,19,0,0.121,0.152,0.147
亀澤恭平,左,中日ドラゴンズ,110,206,185,21,53,2,2,0,59,8,5,3,3,0,17,2,1,21,2,0.286,0.319,0.35
木下拓哉,右,中日ドラゴンズ,16,28,25,4,3,1,0,1,7,2,0,0,0,0,3,1,0,9,0,0.12,0.28,0.214
木下雄介,右,中日ドラゴンズ,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
京田陽太,左,中日ドラゴンズ,143,632,578,73,136,15,7,4,177,44,20,10,26,3,19,0,6,111,12,0.235,0.306,0.266
工藤隆人,左,中日ドラゴンズ,73,17,15,17,2,0,0,0,2,1,3,1,1,0,0,0,1,7,0,0.133,0.133,0.188
近藤弘基,右,中日ドラゴンズ,5,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
佐藤優,左,中日ドラゴンズ,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ジー,右,中日ドラゴンズ,4,10,9,0,1,0,0,0,1,0,0,0,1,0,0,0,0,4,1,0.111,0.111,0.111
清水達也,右,中日ドラゴンズ,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
鈴木翔太,右,中日ドラゴンズ,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
鈴木博志,右,中日ドラゴンズ,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
祖父江大輔,左,中日ドラゴンズ,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
高橋周平,左,中日ドラゴンズ,128,477,433,35,110,26,2,11,173,69,0,0,8,3,30,1,3,89,9,0.254,0.4,0.305
武山真吾,右,中日ドラゴンズ,30,54,44,1,3,2,0,0,5,6,0,0,2,3,5,1,0,17,0,0.068,0.114,0.154
田島慎二,右,中日ドラゴンズ,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
谷哲也,右,中日ドラゴンズ,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
谷元圭介,右,中日ドラゴンズ,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
堂上直倫,右,中日ドラゴンズ,74,56,47,3,10,0,0,0,10,6,0,0,2,2,3,0,2,9,2,0.213,0.213,0.278
野本圭,左,中日ドラゴンズ,8,8,8,0,1,1,0,0,2,1,0,0,0,0,0,0,0,1,0,0.125,0.25,0.125
ビシエド,右,中日ドラゴンズ,135,582,512,91,178,26,1,26,284,99,3,4,0,4,51,4,15,61,24,0.348,0.555,0.419
平田良介,右,中日ドラゴンズ,138,568,493,83,162,26,5,9,225,55,8,7,2,3,67,4,3,69,7,0.329,0.456,0.41
福敬登,左,中日ドラゴンズ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
福田永将,右,中日ドラゴンズ,133,487,440,50,115,22,1,13,178,63,0,0,0,5,37,1,5,119,13,0.261,0.405,0.322
福谷浩司,右,中日ドラゴンズ,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
藤井淳志,右,中日ドラゴンズ,96,162,145,21,35,8,0,3,52,30,0,0,0,5,12,1,0,36,1,0.241,0.359,0.29
藤嶋健人,右,中日ドラゴンズ,19,19,15,3,1,0,0,0,1,0,0,0,1,0,3,0,0,5,1,0.067,0.067,0.222
R.マルティネス,左,中日ドラゴンズ,7,9,9,0,1,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0.111,0.111,0.111
又吉克樹,右,中日ドラゴンズ,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
松井雅人,左,中日ドラゴンズ,92,260,218,18,50,7,1,2,65,22,0,0,7,3,30,9,2,51,5,0.229,0.298,0.324
松井佑介,右,中日ドラゴンズ,17,22,22,2,3,0,0,0,3,0,0,0,0,0,0,0,0,12,0,0.136,0.136,0.136
松坂大輔,右,中日ドラゴンズ,11,20,20,0,2,0,0,0,2,0,0,0,0,0,0,0,0,7,0,0.1,0.1,0.1
三ツ間卓也,右,中日ドラゴンズ,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
モヤ,右,中日ドラゴンズ,46,101,93,5,28,4,0,3,41,16,0,1,0,1,6,1,1,25,1,0.301,0.441,0.347
柳裕也,右,中日ドラゴンズ,10,17,15,0,3,1,0,0,4,0,0,0,2,0,0,0,0,5,0,0.2,0.267,0.2
山井大介,右,中日ドラゴンズ,10,17,17,0,1,1,0,0,2,2,0,0,0,0,0,0,0,6,1,0.059,0.118,0.059
山本拓実,右,中日ドラゴンズ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
吉見一起,右,中日ドラゴンズ,20,39,33,0,1,0,0,0,1,1,0,0,5,0,1,0,0,19,0,0.03,0.03,0.059
ロドリゲス,左,中日ドラゴンズ,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
青木宣親,左,東京ヤクルトスワローズ,127,567,495,85,162,37,3,10,235,67,3,4,0,2,51,1,19,48,13,0.327,0.475,0.409
秋吉亮,右,東京ヤクルトスワローズ,35,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
荒木貴裕,右,東京ヤクルトスワローズ,62,109,87,12,19,3,0,3,31,21,3,0,3,2,13,0,4,27,2,0.218,0.356,0.34
石川雅規,左,東京ヤクルトスワローズ,22,39,31,2,2,0,0,0,2,0,0,0,6,0,2,0,0,9,0,0.065,0.065,0.121
石山泰稚,右,東京ヤクルトスワローズ,71,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
井野卓,右,東京ヤクルトスワローズ,47,97,90,5,13,3,0,0,16,4,0,0,2,0,5,0,0,26,2,0.144,0.178,0.189
ウルキデス,右,東京ヤクルトスワローズ,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
上田剛史,左,東京ヤクルトスワローズ,102,101,85,17,19,5,0,1,27,7,2,1,7,0,8,0,1,12,1,0.224,0.318,0.298
鵜久森淳志,右,東京ヤクルトスワローズ,19,20,17,1,5,1,0,0,6,3,0,0,0,2,1,0,0,5,1,0.294,0.353,0.3
梅野雄吾,右,東京ヤクルトスワローズ,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
大下佑馬,左,東京ヤクルトスワローズ,25,7,4,1,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0.2
大引啓次,右,東京ヤクルトスワローズ,47,136,123,15,43,5,0,5,63,15,0,2,3,0,10,2,0,30,3,0.35,0.512,0.398
大村孟,左,東京ヤクルトスワローズ,9,10,8,1,1,1,0,0,2,0,0,0,0,0,2,0,0,4,0,0.125,0.25,0.3
小川泰弘,右,東京ヤクルトスワローズ,18,36,33,0,4,0,0,0,4,1,0,0,0,0,3,0,0,12,0,0.121,0.121,0.194
奥村展征,左,東京ヤクルトスワローズ,32,46,41,6,9,1,0,1,13,4,0,0,1,1,3,0,0,10,0,0.22,0.317,0.267
カラシティー,右,東京ヤクルトスワローズ,32,27,26,6,7,1,1,1,13,5,0,0,1,0,0,0,0,13,0,0.269,0.5,0.269
風張蓮,右,東京ヤクルトスワローズ,54,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
川端慎吾,左,東京ヤクルトスワローズ,97,334,297,22,77,9,1,3,97,31,1,0,1,1,32,2,3,37,11,0.259,0.327,0.336
古賀優大,右,東京ヤクルトスワローズ,7,15,13,1,1,0,0,0,1,1,0,0,1,0,1,0,0,2,1,0.077,0.077,0.143
近藤一樹,右,東京ヤクルトスワローズ,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
坂口智隆,左,東京ヤクルトスワローズ,139,595,508,64,161,22,4,3,200,37,9,7,7,2,75,5,3,60,15,0.317,0.394,0.406
塩見泰隆,右,東京ヤクルトスワローズ,16,26,25,1,1,1,0,0,2,0,0,0,0,0,1,0,0,7,0,0.04,0.08,0.077
高橋奎二,左,東京ヤクルトスワローズ,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
田川賢吾,左,東京ヤクルトスワローズ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
武内晋一,左,東京ヤクルトスワローズ,15,16,14,2,4,1,0,1,8,3,0,0,0,0,2,0,0,2,0,0.286,0.571,0.375
田代将太郎,左,東京ヤクルトスワローズ,73,36,31,16,10,0,0,1,13,2,4,3,1,0,4,0,0,9,0,0.323,0.419,0.4
館山昌平,右,東京ヤクルトスワローズ,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
寺島成輝,左,東京ヤクルトスワローズ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
中尾輝,左,東京ヤクルトスワローズ,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
中澤雅人,左,東京ヤクルトスワローズ,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
中村悠平,右,東京ヤクルトスワローズ,123,401,341,32,72,9,1,5,98,26,2,0,22,2,31,3,5,39,7,0.211,0.287,0.285
西浦直亨,右,東京ヤクルトスワローズ,138,550,479,57,116,28,0,10,174,55,1,2,20,3,40,1,8,88,10,0.242,0.363,0.309
西田明央,右,東京ヤクルトスワローズ,4,7,7,1,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0.143,0.143,0.143
沼田拓巳,右,東京ヤクルトスワローズ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ハフ,右,東京ヤクルトスワローズ,35,22,20,0,2,1,0,0,3,0,0,0,2,0,0,0,0,13,0,0.1,0.15,0.1
バレンティン,右,東京ヤクルトスワローズ,142,602,514,72,138,22,0,38,274,131,1,1,0,3,85,5,0,121,15,0.268,0.533,0.37
畠山和洋,右,東京ヤクルトスワローズ,75,155,129,9,32,6,0,5,53,27,0,0,0,0,26,1,0,23,4,0.248,0.411,0.374
原樹理,右,東京ヤクルトスワローズ,30,36,34,5,6,1,0,0,7,2,0,0,2,0,0,0,0,14,0,0.176,0.206,0.176
比屋根渉,右,東京ヤクルトスワローズ,4,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
廣岡大志,右,東京ヤクルトスワローズ,45,125,115,11,24,6,0,2,36,10,0,0,4,1,5,0,0,36,2,0.209,0.313,0.24
ブキャナン,右,東京ヤクルトスワローズ,28,59,49,4,6,2,1,0,10,3,0,0,9,0,0,0,1,23,1,0.122,0.204,0.14
藤井亮太,左,東京ヤクルトスワローズ,38,59,51,10,14,2,0,0,16,4,1,3,2,0,5,0,1,12,0,0.275,0.314,0.351
古野正人,右,東京ヤクルトスワローズ,2,3,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0.5
星知弥,右,東京ヤクルトスワローズ,18,6,6,0,2,0,0,0,2,1,0,0,0,0,0,0,0,2,0,0.333,0.333,0.333
松岡健一,右,東京ヤクルトスワローズ,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
松本直樹,右,東京ヤクルトスワローズ,6,5,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
宮本丈,左,東京ヤクルトスワローズ,26,48,41,3,9,1,0,0,10,6,0,0,1,1,5,0,0,11,1,0.22,0.244,0.298
三輪正義,左,東京ヤクルトスワローズ,25,24,17,2,2,0,0,0,2,1,0,0,5,0,2,0,0,4,0,0.118,0.118,0.211
村上宗隆,左,東京ヤクルトスワローズ,6,14,12,1,1,0,0,1,4,2,0,0,0,0,2,0,0,5,0,0.083,0.333,0.214
村中恭兵,左,東京ヤクルトスワローズ,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
谷内亮太,右,東京ヤクルトスワローズ,36,46,45,5,10,3,0,0,13,7,0,0,0,1,0,0,0,9,1,0.222,0.289,0.217
山崎晃大朗,左,東京ヤクルトスワローズ,23,47,38,7,7,0,1,0,9,0,1,1,3,0,6,0,0,12,1,0.184,0.237,0.295
山田哲人,右,東京ヤクルトスワローズ,140,637,524,130,165,30,4,34,305,89,33,4,0,3,106,5,4,119,8,0.315,0.582,0.432
山田大樹,左,東京ヤクルトスワローズ,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
山中浩史,右,東京ヤクルトスワローズ,11,10,8,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0
山本哲哉,右,東京ヤクルトスワローズ,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
雄平,左,東京ヤクルトスワローズ,125,482,446,50,142,19,1,11,196,67,6,1,0,2,33,5,1,62,13,0.318,0.439,0.365
由規,左,東京ヤクルトスワローズ,7,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0

